County,Registered Voters,Election Day,Absentee,Provisional,Ballots Cast,Voter Turnout
WEST MIFFLIN DIST 14,894,410,335,8,753,84.23 %
WEST MIFFLIN DIST 15,606,268,201,20,489,80.69 %
WEST MIFFLIN DIST 16,1202,433,586,21,1040,86.52 %
WEST MIFFLIN DIST 17,591,293,202,11,506,85.62 %
WEST MIFFLIN DIST 18,833,363,284,18,665,79.83 %
WEST MIFFLIN DIST 19,652,310,243,9,562,86.20 %
WEST MIFFLIN DIST 20,471,217,198,0,415,88.11 %
WEST MIFFLIN DIST 21,684,268,291,9,568,83.04 %
WEST VIEW DIST 1,693,341,227,7,575,82.97 %
WEST VIEW DIST 2,776,368,218,16,602,77.58 %
WEST VIEW DIST 3,604,297,169,9,475,78.64 %
WEST VIEW DIST 4,585,282,200,19,501,85.64 %
WEST VIEW DIST 5,790,350,288,14,652,82.53 %
WEST VIEW DIST 6,719,356,243,21,620,86.23 %
WEST VIEW DIST 7,650,263,276,15,554,85.23 %
WHITAKER DIST 1,433,230,86,5,321,74.13 %
WHITAKER DIST 2,360,150,92,10,252,70.00 %
WHITEHALL DIST 1,551,239,245,4,488,88.57 %
WHITEHALL DIST 2,598,292,213,5,510,85.28 %
WHITEHALL DIST 3,728,326,273,16,615,84.48 %
WHITEHALL DIST 4,670,315,254,12,581,86.72 %
WHITEHALL DIST 5,720,268,300,21,589,81.81 %
WHITEHALL DIST 6,1125,278,324,9,611,54.31 %
WHITEHALL DIST 7,451,183,168,13,364,80.71 %
WHITEHALL DIST 8,790,372,317,11,700,88.61 %
WHITEHALL DIST 9,572,253,243,7,503,87.94 %
WHITEHALL DIST 10,638,295,235,11,541,84.80 %
WHITEHALL DIST 11,637,338,203,9,550,86.34 %
WHITEHALL DIST 12,589,276,218,15,509,86.42 %
WHITEHALL DIST 13,497,212,215,9,436,87.73 %
WHITEHALL DIST 14,585,252,241,11,504,86.15 %
WHITEHALL DIST 15,997,348,502,10,860,86.26 %
WHITEHALL DIST 16,619,272,253,8,533,86.11 %
WHITE OAK DIST 1,774,345,222,34,601,77.65 %
WHITE OAK DIST 2,787,349,254,18,621,78.91 %
WHITE OAK DIST 3,904,432,310,13,755,83.52 %
WHITE OAK DIST 4,736,325,293,6,624,84.78 %
WHITE OAK DIST 5,827,409,266,11,686,82.95 %
WHITE OAK DIST 6,749,363,250,7,620,82.78 %
WHITE OAK DIST 7,1122,509,386,25,920,82.00 %
WILKINS WARD 1 DIST 1,786,312,258,19,589,74.94 %
WILKINS WARD 1 DIST 2,653,293,243,15,551,84.38 %
WILKINS WARD 1 DIST 3,854,319,374,8,701,82.08 %
WILKINS WARD 1 DIST 4,679,297,270,9,576,84.83 %
WILKINS WARD 1 DIST 5,479,139,202,9,350,73.07 %
WILKINS WARD 2 DIST 1,651,276,264,13,553,84.95 %
WILKINS WARD 2 DIST 2,949,366,341,16,723,76.19 %
WILKINSBURG WARD 1 DIST 1,975,216,352,27,595,61.03 %
WILKINSBURG WARD 1 DIST 2,731,219,200,3,422,57.73 %
WILKINSBURG WARD 1 DIST 3,457,126,122,4,252,55.14 %
WILKINSBURG WARD 1 DIST 4,606,123,306,21,450,74.26 %
WILKINSBURG WARD 1 DIST 5,553,144,272,0,416,75.23 %
WILKINSBURG WARD 1 DIST 6,975,189,406,15,610,62.56 %
WILKINSBURG WARD 2 DIST 1,786,170,280,35,485,61.70 %
WILKINSBURG WARD 2 DIST 2,969,243,466,20,729,75.23 %
WILKINSBURG WARD 2 DIST 3,795,231,212,4,447,56.23 %
WILKINSBURG WARD 2 DIST 4,537,133,118,7,258,48.04 %
WILKINSBURG WARD 2 DIST 5,797,166,276,3,445,55.83 %
WILKINSBURG WARD 3 DIST 1,758,212,388,2,602,79.42 %
WILKINSBURG WARD 3 DIST 2,658,151,310,8,469,71.28 %
WILKINSBURG WARD 3 DIST 3,811,195,221,15,431,53.14 %
WILKINSBURG WARD 3 DIST 4,1052,216,479,16,711,67.59 %
WILKINSBURG WARD 3 DIST 5,1039,231,398,7,636,61.21 %
WILKINSBURG WARD 3 DIST 6,545,129,125,16,270,49.54 %
WILMERDING DIST 1,487,173,83,8,264,54.21 %
WILMERDING DIST 2,689,284,144,7,435,63.13 %
Total:,942851,347578,364708,14434,726720,77.08 %
